video_id,title,description,published_at,channel_id,channel_title,view_count,like_count,comment_count,tags
C5c3QeA_Hog,BCAA보다 이온음료를 추천하는 이유 #shorts #bcaa #포카리스웨트,,2024-03-26T04:01:17Z,UCPAz1w9i2ajr4935hYNy8bA,알약TV-알통키우는약사,6536,91,10,[]
