channel_id,channel_title,subscriber_count,total_views,video_count,crawled_date,is_big_channel,channel_tier,feature_date
UCPAz1w9i2ajr4935hYNy8bA,알약TV-알통키우는약사,27500,5179128,398,2025-03-24,0,silver,2025-03-24
