video_id,title,description,published_at,channel_id,channel_title,view_count,like_count,comment_count,tags,crawled_date,like_to_view_ratio,comment_to_view_ratio,engagement_score,feature_date
C5c3QeA_Hog,BCAA보다 이온음료를 추천하는 이유 #shorts #bcaa #포카리스웨트,"",2024-03-26T04:01:17Z,UCPAz1w9i2ajr4935hYNy8bA,알약TV-알통키우는약사,6536,91,10,"",2025-03-24,0.013920758757839987,0.0015297537096527459,0.029371271225332722,2025-03-24
